LSOA code (2011),LSOA name (2011),Local Authority District code (2013),Local Authority District name (2013),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E01002669,Hounslow 014B,E09000018,Hounslow,0.5,0.4,0.5,4.2,0.7,0.7
E01002670,Hounslow 020B,E09000018,Hounslow,-0.5,0.2,-0.6,3.3,0.2,1.0
E01002671,Hounslow 020C,E09000018,Hounslow,0.0,0.2,-0.8,2.7,0.3,1.0
E01002672,Hounslow 020D,E09000018,Hounslow,-0.1,0.3,-0.6,4.2,0.6,0.8
E01002673,Hounslow 020E,E09000018,Hounslow,0.2,0.5,-0.6,6.0,-0.3,0.6
E01002674,Hounslow 012D,E09000018,Hounslow,-1.0,0.2,0.4,3.4,0.5,0.7
E01002675,Hounslow 009A,E09000018,Hounslow,-0.6,0.2,0.1,3.6,-0.8,0.7
E01002676,Hounslow 012E,E09000018,Hounslow,-1.1,0.1,0.5,3.2,-0.5,1.0
E01002677,Hounslow 015E,E09000018,Hounslow,-0.2,0.2,-1.2,3.8,0.5,1.3
E01002678,Hounslow 009B,E09000018,Hounslow,-1.0,0.2,0.9,3.2,0.3,0.5
E01002679,Hounslow 009C,E09000018,Hounslow,-1.3,0.2,0.7,3.2,-0.2,0.9
E01002680,Hounslow 009D,E09000018,Hounslow,-0.9,0.2,-0.1,3.7,0.2,1.0
E01002681,Hounslow 014C,E09000018,Hounslow,0.1,0.2,-0.7,4.3,0.2,0.6
E01002682,Hounslow 014D,E09000018,Hounslow,-0.3,0.3,-0.3,3.8,-0.3,1.3
E01002683,Hounslow 014E,E09000018,Hounslow,-0.6,0.2,-0.9,3.3,0.8,0.9
E01002684,Hounslow 006D,E09000018,Hounslow,-0.3,0.2,-0.4,3.8,0.8,1.2
E01002686,Hounslow 006E,E09000018,Hounslow,0.1,0.4,0.5,4.6,-0.2,0.3
E01002687,Hounslow 029A,E09000018,Hounslow,-0.1,0.1,-0.6,3.0,0.0,1.4
E01002689,Hounslow 007E,E09000018,Hounslow,0.1,0.2,-1.3,3.1,0.0,1.3
E01002690,Hounslow 007F,E09000018,Hounslow,-0.8,0.1,-0.5,3.0,0.3,1.1
E01002691,Hounslow 029B,E09000018,Hounslow,-0.7,0.2,0.1,3.3,0.3,0.6
E01002692,Hounslow 029C,E09000018,Hounslow,-0.2,0.2,-0.3,3.6,0.7,1.5
E01002693,Hounslow 029D,E09000018,Hounslow,-0.6,0.1,-1.4,3.5,0.4,1.6
E01032573,Hounslow 029E,E09000018,Hounslow,-0.5,0.1,-1.2,3.2,0.7,1.5
E01033000,Hounslow 025F,E09000018,Hounslow,0.4,0.4,-0.5,6.3,-0.2,0.8
E01033030,Hounslow 025G,E09000018,Hounslow,0.6,0.1,-1.4,5.4,0.9,0.9
E01033081,Hounslow 003F,E09000018,Hounslow,0.2,0.2,-0.7,4.4,0.3,0.9
E01033082,Hounslow 003G,E09000018,Hounslow,-0.5,0.2,0.4,3.6,0.3,1.3
E01033083,Hounslow 018F,E09000018,Hounslow,-0.8,0.1,-1.4,5.8,1.0,0.8
E01033084,Hounslow 018G,E09000018,Hounslow,0.3,0.2,-1.1,5.7,0.9,1.3
E01002694,Islington 019A,E09000019,Islington,0.5,0.4,-1.6,5.0,0.3,2.2
E01002695,Islington 021A,E09000019,Islington,0.2,0.2,-1.1,4.0,0.4,2.1
E01002696,Islington 020A,E09000019,Islington,0.6,0.1,-0.8,3.0,1.1,2.4
E01002697,Islington 019B,E09000019,Islington,0.4,0.3,-1.1,4.8,0.0,2.3
E01002698,Islington 017A,E09000019,Islington,0.5,0.1,-0.8,3.4,0.1,1.7
E01002699,Islington 017B,E09000019,Islington,0.2,0.2,-1.2,3.0,0.2,1.9
E01002700,Islington 017C,E09000019,Islington,-0.4,0.1,-0.8,2.0,0.6,2.2
E01002701,Islington 023A,E09000019,Islington,0.3,0.3,-1.6,5.1,0.7,2.2
E01002702,Islington 023B,E09000019,Islington,0.4,0.3,-1.4,5.1,0.2,2.3
E01002703,Islington 023C,E09000019,Islington,0.6,0.3,-0.8,5.2,0.5,2.1
E01002704,Islington 023D,E09000019,Islington,0.2,0.2,-1.0,4.3,0.0,1.8
E01002706,Islington 023E,E09000019,Islington,0.2,0.2,-0.9,4.8,0.7,2.0
E01002707,Islington 022B,E09000019,Islington,0.6,0.2,-0.9,4.1,0.2,2.6
E01002708,Islington 015A,E09000019,Islington,0.3,0.3,-0.5,5.4,0.4,1.7
E01002709,Islington 019C,E09000019,Islington,0.6,0.3,-1.7,5.0,-0.3,2.1
E01002710,Islington 019D,E09000019,Islington,-0.1,0.3,-1.9,5.0,-0.2,2.1
E01002711,Islington 021B,E09000019,Islington,0.0,0.2,-1.3,4.5,1.2,1.8
E01002712,Islington 015B,E09000019,Islington,0.5,0.4,-1.4,5.0,0.4,1.8
E01002713,Islington 015C,E09000019,Islington,0.4,0.4,-1.3,5.1,-0.7,2.0
E01002714,Islington 017D,E09000019,Islington,-0.4,0.1,-1.8,3.3,0.5,1.9
E01002715,Islington 019E,E09000019,Islington,0.4,0.4,-1.6,5.3,0.1,1.9
E01002716,Islington 014A,E09000019,Islington,0.2,0.3,-1.2,4.2,-0.3,2.1
E01002717,Islington 016A,E09000019,Islington,0.4,0.2,-0.9,2.4,-0.1,2.0
E01002718,Islington 014B,E09000019,Islington,0.3,0.1,-1.0,2.3,1.0,2.0
E01002719,Islington 016B,E09000019,Islington,0.5,0.2,-1.2,2.1,0.0,2.1
E01002720,Islington 016C,E09000019,Islington,0.5,0.3,-0.7,4.8,-0.3,1.9
E01002721,Islington 014C,E09000019,Islington,0.8,0.2,-1.0,3.4,0.2,1.9
E01002722,Islington 018A,E09000019,Islington,0.5,0.3,-1.3,4.1,0.0,2.0
E01002723,Islington 022C,E09000019,Islington,0.3,0.3,-0.7,5.1,0.2,2.0
E01002724,Islington 022D,E09000019,Islington,0.4,0.1,-0.9,3.3,1.1,2.2
E01002725,Islington 022E,E09000019,Islington,0.0,0.3,-0.9,5.3,0.2,2.5
E01002726,Islington 022F,E09000019,Islington,0.3,0.2,-1.7,4.0,0.3,2.4
E01002727,Islington 021C,E09000019,Islington,0.1,0.2,-0.9,3.7,0.6,2.6
E01002728,Islington 021D,E09000019,Islington,-0.1,0.2,-0.5,3.9,0.4,2.5
E01002729,Islington 021E,E09000019,Islington,0.1,0.2,-1.3,3.3,1.0,2.4
E01002730,Islington 007A,E09000019,Islington,-0.3,0.2,-1.1,3.8,0.6,2.4
E01002731,Islington 007B,E09000019,Islington,0.3,0.2,-1.6,4.0,1.0,2.3
E01002732,Islington 005A,E09000019,Islington,-0.2,0.4,-0.9,5.0,-0.1,2.0
E01002733,Islington 007C,E09000019,Islington,-0.3,0.1,-1.8,2.5,-0.2,1.9
E01002734,Islington 005B,E09000019,Islington,0.3,0.4,-1.2,5.9,0.9,2.5
E01002735,Islington 003A,E09000019,Islington,0.0,0.2,-1.2,4.3,0.4,1.7
E01002736,Islington 005C,E09000019,Islington,0.1,0.4,-1.2,5.0,-0.6,1.7
E01002737,Islington 005D,E09000019,Islington,0.5,0.3,-1.5,4.8,-0.2,1.6
E01002738,Islington 009A,E09000019,Islington,0.1,0.2,-0.7,2.8,0.6,1.8
E01002739,Islington 013A,E09000019,Islington,-1.2,0.1,-1.0,2.3,0.8,2.0
E01002740,Islington 013B,E09000019,Islington,-1.0,0.1,-0.7,1.7,0.8,2.3
E01002741,Islington 009B,E09000019,Islington,-0.1,0.3,-0.7,4.3,-0.3,1.5
E01002742,Islington 006A,E09000019,Islington,-1.2,0.1,-1.3,1.8,0.4,1.8
E01002743,Islington 009C,E09000019,Islington,-0.6,0.2,-1.5,3.6,0.8,1.7
E01002744,Islington 009D,E09000019,Islington,-0.5,0.2,-1.5,2.5,0.4,1.7
E01002745,Islington 013C,E09000019,Islington,-0.8,0.2,-1.2,2.1,0.2,1.7
E01002747,Islington 006B,E09000019,Islington,-0.7,0.1,-1.5,2.7,0.2,1.3
E01002748,Islington 006C,E09000019,Islington,-0.2,0.2,-0.8,4.2,0.3,2.6
E01002749,Islington 006D,E09000019,Islington,-0.2,0.2,-1.5,3.4,0.2,1.7
E01002751,Islington 005E,E09000019,Islington,0.1,0.3,-0.9,4.7,0.9,2.0
E01002752,Islington 009E,E09000019,Islington,-0.2,0.2,-1.3,3.3,0.1,1.7
E01002753,Islington 002A,E09000019,Islington,0.7,0.3,-0.5,4.0,0.0,1.3
E01002754,Islington 002B,E09000019,Islington,-0.5,0.1,-0.4,2.3,0.0,1.4
E01002755,Islington 001A,E09000019,Islington,-0.4,0.3,-1.4,4.2,-0.7,1.6
E01002756,Islington 001B,E09000019,Islington,-0.3,0.2,-1.6,2.5,0.4,1.6
E01002757,Islington 002C,E09000019,Islington,0.3,0.2,-1.0,3.3,0.2,1.4
E01002758,Islington 001C,E09000019,Islington,0.6,0.3,-1.1,5.0,0.5,1.6
E01002759,Islington 002D,E09000019,Islington,0.0,0.2,-0.5,2.1,0.1,1.3
E01002760,Islington 002E,E09000019,Islington,0.7,0.4,-0.5,4.5,-0.4,1.5
E01002762,Islington 011C,E09000019,Islington,-0.3,0.1,-0.1,3.0,0.7,2.0
E01002763,Islington 007D,E09000019,Islington,0.0,0.3,-0.9,3.9,0.4,2.5
E01002764,Islington 010A,E09000019,Islington,0.6,0.3,-0.9,4.0,0.4,2.1
E01002765,Islington 015D,E09000019,Islington,0.3,0.3,-1.0,5.3,0.0,1.8
E01002766,Islington 015E,E09000019,Islington,0.1,0.4,-0.9,5.6,0.2,1.7
E01002767,Islington 011D,E09000019,Islington,0.2,0.3,0.2,4.2,0.0,2.4
E01002768,Islington 004A,E09000019,Islington,0.0,0.2,-0.9,4.1,0.5,1.9
E01002769,Islington 008A,E09000019,Islington,-0.8,0.1,-0.8,3.7,0.5,1.6
E01002770,Islington 004B,E09000019,Islington,0.0,0.2,-0.9,3.7,0.9,1.4
E01002771,Islington 004C,E09000019,Islington,0.3,0.2,-1.3,4.1,-0.3,1.8
E01002772,Islington 002F,E09000019,Islington,0.7,0.2,-0.8,4.3,0.5,1.9
E01002773,Islington 004D,E09000019,Islington,0.7,0.4,-1.6,5.4,-0.3,2.0
E01002774,Islington 004E,E09000019,Islington,-0.2,0.2,-1.5,4.3,0.4,2.2
E01002775,Islington 014D,E09000019,Islington,0.0,0.1,-1.0,2.4,0.3,1.9
E01002776,Islington 014E,E09000019,Islington,-0.1,0.2,-1.1,3.8,0.2,2.2
E01002777,Islington 012A,E09000019,Islington,-0.3,0.2,-0.9,2.8,1.0,1.9
E01002778,Islington 012B,E09000019,Islington,0.5,0.3,-0.9,5.2,0.1,2.4
E01002779,Islington 012C,E09000019,Islington,0.0,0.1,-1.4,3.2,0.4,1.8
E01002780,Islington 014F,E09000019,Islington,0.1,0.2,-1.6,3.1,0.3,1.7
E01002781,Islington 012D,E09000019,Islington,0.0,0.3,-1.2,3.6,-0.2,1.6
E01002782,Islington 012E,E09000019,Islington,0.3,0.4,-0.9,5.1,-0.3,1.9
E01002783,Islington 010B,E09000019,Islington,0.8,0.3,-1.1,5.0,0.5,2.0
E01002784,Islington 010C,E09000019,Islington,0.2,0.3,-0.9,4.9,-0.5,1.6
E01002785,Islington 008B,E09000019,Islington,-1.1,0.2,-1.1,3.4,1.0,1.8
E01002786,Islington 010D,E09000019,Islington,-0.2,0.3,-1.0,5.0,-0.3,2.2
E01002787,Islington 010E,E09000019,Islington,-0.2,0.3,-0.6,5.0,0.3,1.9
E01002788,Islington 008C,E09000019,Islington,-0.8,0.1,-0.8,3.3,0.7,1.7
E01002789,Islington 008D,E09000019,Islington,-1.1,0.1,-0.9,2.2,0.4,1.9
E01002790,Islington 016D,E09000019,Islington,0.5,0.3,-1.4,4.0,0.3,2.2
E01002791,Islington 016E,E09000019,Islington,0.7,0.2,-1.5,2.2,0.2,2.3
E01002792,Islington 017E,E09000019,Islington,0.4,0.1,-1.1,2.6,0.9,2.0
E01002793,Islington 016F,E09000019,Islington,0.3,0.2,-1.6,3.5,0.3,2.5
E01002794,Islington 020B,E09000019,Islington,-0.1,0.1,-1.0,2.9,-0.1,2.6
E01002795,Islington 013D,E09000019,Islington,0.5,0.2,-2.5,3.5,-0.1,2.4
E01002796,Islington 013E,E09000019,Islington,-1.0,0.2,-1.7,3.0,0.8,1.9
E01002797,Islington 018B,E09000019,Islington,0.6,0.3,-1.7,3.8,0.4,2.2
E01002798,Islington 018C,E09000019,Islington,-0.4,0.2,-1.3,1.9,0.0,2.0
E01002799,Islington 018D,E09000019,Islington,0.7,0.3,-1.4,4.2,0.3,2.2
E01002800,Islington 018E,E09000019,Islington,0.8,0.4,-0.8,5.1,0.2,1.9
E01002801,Islington 020C,E09000019,Islington,0.1,0.1,-1.7,2.1,1.0,2.6
E01002802,Islington 020D,E09000019,Islington,0.7,0.1,-1.5,2.3,0.7,2.1
E01002803,Islington 020E,E09000019,Islington,0.6,0.2,-1.1,3.2,0.1,2.6
E01002804,Islington 001D,E09000019,Islington,0.3,0.3,-1.5,4.5,0.1,1.5
E01002805,Islington 003B,E09000019,Islington,0.5,0.2,-1.7,3.6,0.6,1.5
E01002806,Islington 003C,E09000019,Islington,-0.7,0.2,-1.1,3.1,0.2,1.6
E01002807,Islington 001E,E09000019,Islington,0.2,0.3,-1.4,4.4,0.4,1.7
E01002808,Islington 003D,E09000019,Islington,-0.1,0.2,-1.4,3.7,0.1,1.7
E01002809,Islington 003E,E09000019,Islington,0.2,0.2,-1.2,4.4,0.2,1.9
E01002810,Islington 003F,E09000019,Islington,-0.1,0.2,-1.6,4.0,0.2,1.9
E01002811,Islington 001F,E09000019,Islington,-0.3,0.3,-1.2,3.7,0.5,1.7
E01033486,Islington 011E,E09000019,Islington,0.3,0.3,-1.8,4.1,0.5,2.3
E01033487,Islington 011F,E09000019,Islington,-0.4,0.1,-0.9,4.7,0.4,1.7
E01033488,Islington 011G,E09000019,Islington,0.4,0.2,-1.5,4.7,0.4,2.2
E01033489,Islington 022G,E09000019,Islington,0.8,0.1,-0.4,4.8,0.8,2.0
E01033490,Islington 022H,E09000019,Islington,0.3,0.1,-0.1,5.1,1.3,2.1
E01033491,Islington 011H,E09000019,Islington,-0.1,0.2,-1.5,4.4,1.4,2.3
E01033492,Islington 011I,E09000019,Islington,0.2,0.1,-0.8,3.9,1.7,2.0
E01033493,Islington 006F,E09000019,Islington,0.3,0.0,-0.6,3.8,-0.4,1.5
E01033494,Islington 006G,E09000019,Islington,-0.9,0.1,-1.1,1.9,0.7,1.7
E01002812,Kensington and Chelsea 013A,E09000020,Kensington and Chelsea,-0.8,0.1,-0.8,4.2,1.1,1.8
E01002813,Kensington and Chelsea 011A,E09000020,Kensington and Chelsea,-0.9,0.0,-1.9,2.7,0.8,2.2
E01002814,Kensington and Chelsea 015A,E09000020,Kensington and Chelsea,-0.6,0.2,-0.3,4.8,0.3,2.4
E01002815,Kensington and Chelsea 011B,E09000020,Kensington and Chelsea,-0.9,0.1,-0.5,4.2,1.0,2.3
E01002816,Kensington and Chelsea 011C,E09000020,Kensington and Chelsea,-1.3,0.1,-1.4,4.0,1.5,2.2
E01002817,Kensington and Chelsea 011D,E09000020,Kensington and Chelsea,-1.0,0.1,-1.3,3.1,0.9,2.3
E01002818,Kensington and Chelsea 012A,E09000020,Kensington and Chelsea,-0.3,0.1,-0.3,3.7,1.5,2.3
E01002819,Kensington and Chelsea 012B,E09000020,Kensington and Chelsea,0.1,0.1,-0.7,3.5,1.2,1.9
E01002820,Kensington and Chelsea 016A,E09000020,Kensington and Chelsea,-1.0,0.1,-1.5,3.8,0.8,1.9
E01002821,Kensington and Chelsea 014A,E09000020,Kensington and Chelsea,0.0,0.1,-1.1,3.1,0.9,2.5
E01002822,Kensington and Chelsea 016B,E09000020,Kensington and Chelsea,-0.5,0.1,-1.0,2.9,1.5,2.4
E01002823,Kensington and Chelsea 014B,E09000020,Kensington and Chelsea,0.0,0.2,-1.4,4.0,0.6,2.3
E01002824,Kensington and Chelsea 008A,E09000020,Kensington and Chelsea,-1.0,0.1,-1.0,3.1,1.0,1.9
E01002825,Kensington and Chelsea 008B,E09000020,Kensington and Chelsea,-1.5,0.1,-0.5,3.3,0.9,1.9
E01002826,Kensington and Chelsea 008C,E09000020,Kensington and Chelsea,-0.9,0.1,-0.9,3.4,1.2,2.3
E01002827,Kensington and Chelsea 008D,E09000020,Kensington and Chelsea,-2.3,0.0,-1.0,3.1,1.1,2.3
E01002828,Kensington and Chelsea 008E,E09000020,Kensington and Chelsea,-0.7,0.1,-0.7,3.2,0.5,2.3
E01002829,Kensington and Chelsea 004A,E09000020,Kensington and Chelsea,-0.3,0.2,-1.3,4.6,0.8,2.1
E01002830,Kensington and Chelsea 004B,E09000020,Kensington and Chelsea,-0.2,0.2,-1.4,5.0,0.6,2.3
E01002831,Kensington and Chelsea 004C,E09000020,Kensington and Chelsea,-0.1,0.2,-2.1,4.7,0.7,2.3
E01002832,Kensington and Chelsea 004D,E09000020,Kensington and Chelsea,-0.4,0.2,-1.5,4.3,1.3,2.1
E01002833,Kensington and Chelsea 007A,E09000020,Kensington and Chelsea,-0.5,0.1,-1.7,3.4,1.4,2.3
E01002834,Kensington and Chelsea 013B,E09000020,Kensington and Chelsea,-1.3,0.1,-1.1,3.8,1.6,2.3
E01002835,Kensington and Chelsea 016C,E09000020,Kensington and Chelsea,-1.9,0.0,-1.6,2.9,0.8,2.4
E01002836,Kensington and Chelsea 016D,E09000020,Kensington and Chelsea,-0.6,0.1,-1.5,3.5,1.1,2.6
E01002837,Kensington and Chelsea 016E,E09000020,Kensington and Chelsea,-1.0,0.0,-1.1,3.3,0.8,2.1
E01002838,Kensington and Chelsea 020A,E09000020,Kensington and Chelsea,-0.1,0.0,-0.6,4.4,0.9,2.2
E01002839,Kensington and Chelsea 013C,E09000020,Kensington and Chelsea,-0.2,0.1,-0.9,5.1,1.6,2.6
E01002840,Kensington and Chelsea 021A,E09000020,Kensington and Chelsea,-0.5,0.3,-1.5,4.8,0.8,2.9
E01002841,Kensington and Chelsea 021B,E09000020,Kensington and Chelsea,-0.7,0.2,-0.9,3.6,0.5,2.3
E01002842,Kensington and Chelsea 021C,E09000020,Kensington and Chelsea,-0.2,0.3,-1.0,6.4,0.2,2.4
E01002843,Kensington and Chelsea 021D,E09000020,Kensington and Chelsea,-0.2,0.3,-0.6,5.0,0.5,2.4
E01002844,Kensington and Chelsea 019A,E09000020,Kensington and Chelsea,-1.1,0.1,-0.4,3.1,0.8,2.2
E01002845,Kensington and Chelsea 019B,E09000020,Kensington and Chelsea,-0.3,0.1,-1.2,3.9,1.3,2.6
E01002846,Kensington and Chelsea 017A,E09000020,Kensington and Chelsea,-0.7,0.1,-0.2,5.0,0.5,2.4
E01002847,Kensington and Chelsea 015B,E09000020,Kensington and Chelsea,-0.9,0.1,-0.1,4.0,1.4,2.1
E01002848,Kensington and Chelsea 015C,E09000020,Kensington and Chelsea,-0.2,0.2,0.2,4.9,1.6,2.2
E01002849,Kensington and Chelsea 017B,E09000020,Kensington and Chelsea,-1.1,0.1,-0.9,3.6,1.2,2.4
E01002850,Kensington and Chelsea 013D,E09000020,Kensington and Chelsea,-1.2,0.1,-1.5,4.8,1.5,2.1
E01002851,Kensington and Chelsea 015D,E09000020,Kensington and Chelsea,-0.8,0.2,-1.1,5.7,1.1,2.3
E01002852,Kensington and Chelsea 001A,E09000020,Kensington and Chelsea,0.1,0.3,-1.0,6.1,0.6,2.0
E01002853,Kensington and Chelsea 001B,E09000020,Kensington and Chelsea,0.4,0.4,-1.7,6.1,-0.3,2.3
E01002854,Kensington and Chelsea 001C,E09000020,Kensington and Chelsea,-0.6,0.3,-1.8,5.9,-0.2,2.0
E01002855,Kensington and Chelsea 001D,E09000020,Kensington and Chelsea,-0.4,0.3,-1.9,5.8,-0.4,2.0
E01002856,Kensington and Chelsea 004E,E09000020,Kensington and Chelsea,0.2,0.2,-1.9,4.7,1.2,2.3
E01002857,Kensington and Chelsea 001E,E09000020,Kensington and Chelsea,0.1,0.4,-2.1,6.9,-0.2,1.8
E01002858,Kensington and Chelsea 014C,E09000020,Kensington and Chelsea,-0.1,0.2,-1.4,5.9,0.8,1.7
E01002859,Kensington and Chelsea 012C,E09000020,Kensington and Chelsea,-0.5,0.1,-0.9,3.1,1.2,2.0
E01002860,Kensington and Chelsea 012D,E09000020,Kensington and Chelsea,-0.7,0.1,-0.9,3.0,1.3,1.8
E01002861,Kensington and Chelsea 014D,E09000020,Kensington and Chelsea,-0.8,0.1,-1.1,3.1,1.0,2.1
E01002862,Kensington and Chelsea 014E,E09000020,Kensington and Chelsea,-0.3,0.2,-1.3,5.4,0.4,1.9
E01002863,Kensington and Chelsea 012E,E09000020,Kensington and Chelsea,-0.6,0.1,-0.2,2.9,0.5,2.4
E01002864,Kensington and Chelsea 009A,E09000020,Kensington and Chelsea,-1.2,0.1,-0.5,2.7,0.2,2.2
E01002865,Kensington and Chelsea 011E,E09000020,Kensington and Chelsea,-0.9,0.1,-1.5,2.8,0.3,2.3
E01002866,Kensington and Chelsea 009B,E09000020,Kensington and Chelsea,-1.1,0.1,-0.1,3.9,0.6,2.2
E01002867,Kensington and Chelsea 009C,E09000020,Kensington and Chelsea,-0.3,0.1,-0.7,4.5,1.0,2.3
E01002868,Kensington and Chelsea 009D,E09000020,Kensington and Chelsea,-0.9,0.1,-0.1,2.9,0.4,2.3
E01002869,Kensington and Chelsea 009E,E09000020,Kensington and Chelsea,-0.3,0.1,-0.1,3.5,0.9,2.6
E01002870,Kensington and Chelsea 005A,E09000020,Kensington and Chelsea,-0.3,0.3,-1.4,6.1,0.3,1.6
E01002871,Kensington and Chelsea 007B,E09000020,Kensington and Chelsea,-0.3,0.1,-0.9,3.0,1.0,2.1
E01002872,Kensington and Chelsea 005B,E09000020,Kensington and Chelsea,-0.1,0.3,-1.1,5.0,0.2,1.7
E01002873,Kensington and Chelsea 007C,E09000020,Kensington and Chelsea,-0.4,0.1,-0.7,3.2,0.8,2.4
E01002874,Kensington and Chelsea 007D,E09000020,Kensington and Chelsea,-0.8,0.1,-1.6,3.8,0.8,2.1
E01002875,Kensington and Chelsea 007E,E09000020,Kensington and Chelsea,-1.0,0.1,-0.6,3.2,0.8,1.8
E01002876,Kensington and Chelsea 003A,E09000020,Kensington and Chelsea,-0.6,0.2,-1.2,3.8,0.3,2.2
E01002877,Kensington and Chelsea 003B,E09000020,Kensington and Chelsea,-0.2,0.3,-0.7,5.5,0.2,1.9
E01002878,Kensington and Chelsea 003C,E09000020,Kensington and Chelsea,-0.5,0.2,-1.9,4.5,0.1,2.4
E01002879,Kensington and Chelsea 005C,E09000020,Kensington and Chelsea,-0.8,0.3,-1.9,5.8,-0.3,2.2
E01002880,Kensington and Chelsea 005D,E09000020,Kensington and Chelsea,-0.3,0.4,-1.1,6.4,0.0,1.9
E01002881,Kensington and Chelsea 005E,E09000020,Kensington and Chelsea,-0.1,0.3,-1.9,5.2,0.2,1.6
E01002882,Kensington and Chelsea 006A,E09000020,Kensington and Chelsea,-1.5,0.1,-0.6,3.4,1.2,2.0
E01002883,Kensington and Chelsea 006B,E09000020,Kensington and Chelsea,-1.2,0.1,-0.7,3.2,0.9,2.1
E01002884,Kensington and Chelsea 006C,E09000020,Kensington and Chelsea,-0.8,0.1,-1.0,4.9,0.6,2.2
E01002885,Kensington and Chelsea 006D,E09000020,Kensington and Chelsea,-0.8,0.1,-1.2,4.6,1.9,2.1
E01002886,Kensington and Chelsea 006E,E09000020,Kensington and Chelsea,-1.1,0.1,-1.0,3.1,1.2,2.1
E01002887,Kensington and Chelsea 010A,E09000020,Kensington and Chelsea,-0.6,0.1,-1.4,3.5,1.5,2.3
E01002888,Kensington and Chelsea 013E,E09000020,Kensington and Chelsea,-1.1,0.0,-1.2,3.9,1.3,2.1
E01002889,Kensington and Chelsea 010B,E09000020,Kensington and Chelsea,-0.5,0.1,-0.9,3.6,0.9,1.8
E01002890,Kensington and Chelsea 010C,E09000020,Kensington and Chelsea,-1.1,0.1,-0.4,2.5,0.6,1.8
E01002891,Kensington and Chelsea 010D,E09000020,Kensington and Chelsea,-0.6,0.1,-0.5,3.2,1.1,2.2
E01002892,Kensington and Chelsea 010E,E09000020,Kensington and Chelsea,-0.8,0.1,-1.1,3.6,1.1,1.8
E01002893,Kensington and Chelsea 017C,E09000020,Kensington and Chelsea,-0.2,0.1,-0.9,3.9,0.9,1.6
E01002894,Kensington and Chelsea 017D,E09000020,Kensington and Chelsea,-0.3,0.1,-1.2,3.4,1.0,2.5
E01002895,Kensington and Chelsea 020B,E09000020,Kensington and Chelsea,0.0,0.1,-0.8,2.7,0.5,2.3
E01002896,Kensington and Chelsea 020C,E09000020,Kensington and Chelsea,-0.8,0.1,-0.8,2.5,0.8,2.1
E01002897,Kensington and Chelsea 020D,E09000020,Kensington and Chelsea,-0.9,0.1,-1.1,3.3,1.2,2.1
E01002898,Kensington and Chelsea 017E,E09000020,Kensington and Chelsea,-1.4,0.1,-1.3,2.9,0.9,2.3
E01002899,Kensington and Chelsea 018A,E09000020,Kensington and Chelsea,0.1,0.1,-2.1,3.6,0.9,2.0
E01002900,Kensington and Chelsea 018B,E09000020,Kensington and Chelsea,-0.8,0.1,-0.9,2.7,0.0,2.5
E01002901,Kensington and Chelsea 018C,E09000020,Kensington and Chelsea,-0.2,0.1,-1.5,3.9,0.7,2.4
E01002902,Kensington and Chelsea 018D,E09000020,Kensington and Chelsea,-0.6,0.1,-1.2,3.3,0.9,2.2
E01002903,Kensington and Chelsea 018E,E09000020,Kensington and Chelsea,-1.0,0.1,-1.0,2.3,0.3,2.0
E01002904,Kensington and Chelsea 002A,E09000020,Kensington and Chelsea,0.5,0.4,-0.3,5.8,0.4,1.7
E01002905,Kensington and Chelsea 002B,E09000020,Kensington and Chelsea,0.0,0.3,-1.7,5.2,0.5,2.4
E01002906,Kensington and Chelsea 002C,E09000020,Kensington and Chelsea,-0.1,0.3,-1.1,5.6,0.1,1.8
E01002907,Kensington and Chelsea 002D,E09000020,Kensington and Chelsea,-0.2,0.4,-0.9,5.3,0.1,1.7
E01002908,Kensington and Chelsea 003D,E09000020,Kensington and Chelsea,0.0,0.2,-1.5,4.4,0.4,2.1
E01002909,Kensington and Chelsea 003E,E09000020,Kensington and Chelsea,-0.3,0.2,-1.5,3.9,0.7,2.2
E01002910,Kensington and Chelsea 019C,E09000020,Kensington and Chelsea,-1.1,0.1,-0.8,3.4,0.2,2.4
E01002911,Kensington and Chelsea 019D,E09000020,Kensington and Chelsea,-0.1,0.0,-1.4,2.3,0.7,2.3
E01002912,Kensington and Chelsea 020E,E09000020,Kensington and Chelsea,0.1,0.1,-1.0,3.1,0.9,2.0
E01002913,Kensington and Chelsea 021E,E09000020,Kensington and Chelsea,-0.4,0.1,-1.0,3.2,0.7,2.5
E01002914,Kensington and Chelsea 019E,E09000020,Kensington and Chelsea,-0.1,0.1,-1.0,3.8,0.7,1.8
E01002915,Kingston upon Thames 014A,E09000021,Kingston upon Thames,-1.1,0.2,0.4,0.4,-0.3,0.6
E01002916,Kingston upon Thames 014B,E09000021,Kingston upon Thames,-1.1,0.2,-0.5,-0.3,-0.6,0.8
E01002917,Kingston upon Thames 014C,E09000021,Kingston upon Thames,-1.7,0.2,-0.2,-0.5,-0.9,0.6
E01002918,Kingston upon Thames 017A,E09000021,Kingston upon Thames,-0.2,0.3,-0.2,1.5,0.6,0.6
E01002919,Kingston upon Thames 017B,E09000021,Kingston upon Thames,-0.9,0.3,0.5,2.5,0.4,0.8
E01002920,Kingston upon Thames 014D,E09000021,Kingston upon Thames,-1.5,0.2,0.0,0.2,-0.8,0.4
