LSOA code (2011),LSOA name (2011),Local Authority District code (2013),Local Authority District name (2013),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E01002400,Hillingdon 024A,E09000017,Hillingdon,-0.1,0.4,-0.6,2.2,-0.6,0.5
E01002401,Hillingdon 024B,E09000017,Hillingdon,0.0,0.4,-0.5,2.6,-0.1,0.4
E01002402,Hillingdon 024C,E09000017,Hillingdon,0.0,0.4,-0.5,2.7,0.1,0.6
E01002403,Hillingdon 024D,E09000017,Hillingdon,0.5,0.4,-0.6,3.1,-0.2,0.7
E01002404,Hillingdon 024E,E09000017,Hillingdon,0.4,0.4,-0.4,2.8,0.0,0.6
E01002405,Hillingdon 027A,E09000017,Hillingdon,0.2,0.4,-0.2,2.6,-0.1,0.5
E01002406,Hillingdon 027B,E09000017,Hillingdon,0.1,0.4,-0.5,3.3,-0.2,0.6
E01002407,Hillingdon 030A,E09000017,Hillingdon,-0.4,0.3,0.4,3.7,0.2,1.2
E01002408,Hillingdon 019A,E09000017,Hillingdon,0.5,0.4,-0.6,2.6,0.3,0.8
E01002409,Hillingdon 019B,E09000017,Hillingdon,0.0,0.3,-0.4,2.3,0.1,0.3
E01002410,Hillingdon 017A,E09000017,Hillingdon,-0.9,0.3,0.0,1.6,-0.5,0.8
E01002411,Hillingdon 022A,E09000017,Hillingdon,0.9,0.4,-0.3,2.4,-0.3,0.5
E01002412,Hillingdon 017B,E09000017,Hillingdon,-0.6,0.3,-0.4,1.6,-0.2,0.5
E01002413,Hillingdon 022B,E09000017,Hillingdon,0.7,0.4,-0.3,2.3,-0.1,0.1
E01002414,Hillingdon 015A,E09000017,Hillingdon,0.0,0.2,0.3,1.3,0.1,0.3
E01002415,Hillingdon 010A,E09000017,Hillingdon,-0.2,0.3,-0.4,-0.4,-0.4,-0.2
E01002416,Hillingdon 008A,E09000017,Hillingdon,-0.4,0.3,-1.0,0.0,-0.3,-0.2
E01002417,Hillingdon 008B,E09000017,Hillingdon,-1.3,0.2,-0.1,-0.2,-0.4,0.5
E01002418,Hillingdon 006A,E09000017,Hillingdon,-0.2,0.3,0.2,0.6,-0.9,-0.2
E01002419,Hillingdon 006B,E09000017,Hillingdon,-1.0,0.2,-0.5,-0.4,-0.7,0.0
E01002420,Hillingdon 008C,E09000017,Hillingdon,-0.5,0.3,-0.2,0.9,-1.2,-0.3
E01002421,Hillingdon 008D,E09000017,Hillingdon,-0.6,0.2,-1.0,0.0,-0.5,-0.3
E01002422,Hillingdon 018A,E09000017,Hillingdon,0.1,0.3,-1.1,1.7,0.3,0.0
E01002423,Hillingdon 018B,E09000017,Hillingdon,-0.7,0.4,-0.1,1.1,0.0,0.2
E01002424,Hillingdon 018C,E09000017,Hillingdon,-0.5,0.3,-1.2,1.7,-0.4,0.0
E01002425,Hillingdon 018D,E09000017,Hillingdon,0.5,0.4,-0.4,2.7,-0.1,0.1
E01002426,Hillingdon 021F,E09000017,Hillingdon,-0.3,0.3,-0.7,2.3,0.4,0.1
E01002427,Hillingdon 018E,E09000017,Hillingdon,-0.6,0.3,-0.2,1.5,-0.4,0.3
E01002428,Hillingdon 018F,E09000017,Hillingdon,0.0,0.4,-0.2,1.2,-0.5,-0.2
E01002429,Hillingdon 019C,E09000017,Hillingdon,0.6,0.4,0.7,2.3,-0.1,0.5
E01002430,Hillingdon 007A,E09000017,Hillingdon,-1.2,0.2,0.6,-1.2,-1.1,0.0
E01002431,Hillingdon 006C,E09000017,Hillingdon,-1.2,0.2,-0.1,-0.5,-0.7,0.1
E01002432,Hillingdon 006D,E09000017,Hillingdon,-1.2,0.2,-0.9,0.6,-0.1,0.5
E01002433,Hillingdon 004A,E09000017,Hillingdon,0.0,0.3,0.3,1.2,-0.5,0.4
E01002434,Hillingdon 007B,E09000017,Hillingdon,-1.6,0.2,-0.1,-1.0,-0.7,0.5
E01002435,Hillingdon 007C,E09000017,Hillingdon,-1.3,0.2,0.0,-0.9,-0.9,0.1
E01002436,Hillingdon 004B,E09000017,Hillingdon,-0.7,0.2,0.0,0.2,-0.6,0.3
E01002437,Hillingdon 006E,E09000017,Hillingdon,-1.7,0.2,0.4,-0.3,-1.0,0.0
E01002438,Hillingdon 003A,E09000017,Hillingdon,-0.4,0.3,0.8,-0.2,-0.6,-0.7
E01002439,Hillingdon 003B,E09000017,Hillingdon,-0.2,0.3,-0.4,1.2,0.1,-0.3
E01002440,Hillingdon 003C,E09000017,Hillingdon,0.1,0.4,-0.2,1.2,-0.4,-0.6
E01002441,Hillingdon 003D,E09000017,Hillingdon,0.1,0.3,-0.1,1.5,-0.2,-0.1
E01002442,Hillingdon 003E,E09000017,Hillingdon,0.7,0.4,0.2,1.2,-0.1,-0.6
E01002443,Hillingdon 032A,E09000017,Hillingdon,-0.1,0.3,0.8,2.5,-0.1,0.8
E01002444,Hillingdon 031A,E09000017,Hillingdon,-0.1,0.3,0.9,2.6,0.9,0.2
E01002445,Hillingdon 029A,E09000017,Hillingdon,1.0,0.4,-0.4,3.0,-0.6,0.7
E01002446,Hillingdon 031B,E09000017,Hillingdon,0.1,0.3,0.0,1.9,-0.5,1.3
E01002447,Hillingdon 031C,E09000017,Hillingdon,0.4,0.3,0.5,2.6,0.5,0.8
E01002448,Hillingdon 032B,E09000017,Hillingdon,-0.2,0.3,-1.3,2.6,0.8,1.1
E01002449,Hillingdon 032C,E09000017,Hillingdon,0.0,0.3,0.3,2.9,0.0,0.8
E01002450,Hillingdon 014A,E09000017,Hillingdon,-0.4,0.3,-0.7,0.9,-0.6,0.2
E01002451,Hillingdon 014B,E09000017,Hillingdon,-0.4,0.3,-0.7,0.6,-0.8,0.1
E01002452,Hillingdon 014C,E09000017,Hillingdon,-0.5,0.3,-0.8,0.6,-0.2,0.4
E01002453,Hillingdon 014D,E09000017,Hillingdon,-0.5,0.3,-0.6,0.9,0.0,0.1
E01002454,Hillingdon 014E,E09000017,Hillingdon,0.3,0.3,-0.6,1.9,-0.7,0.3
E01002455,Hillingdon 019D,E09000017,Hillingdon,-0.3,0.3,-0.4,2.1,-0.4,0.4
E01002456,Hillingdon 017C,E09000017,Hillingdon,0.3,0.3,-0.2,1.9,0.1,0.1
E01002457,Hillingdon 019E,E09000017,Hillingdon,0.3,0.4,-0.6,2.7,-0.3,0.5
E01002458,Hillingdon 011A,E09000017,Hillingdon,-1.6,0.2,0.3,-1.0,-0.8,0.0
E01002459,Hillingdon 011B,E09000017,Hillingdon,-1.3,0.2,-0.1,-0.8,-1.1,0.0
E01002460,Hillingdon 011C,E09000017,Hillingdon,-1.0,0.2,-0.5,0.1,-0.4,0.4
E01002461,Hillingdon 013A,E09000017,Hillingdon,-2.0,0.2,1.3,-0.8,-1.3,0.1
E01002462,Hillingdon 011D,E09000017,Hillingdon,-1.6,0.2,1.2,-0.4,-0.8,-0.3
E01002463,Hillingdon 013B,E09000017,Hillingdon,-0.8,0.2,0.6,-0.3,-1.1,0.6
E01002464,Hillingdon 011E,E09000017,Hillingdon,-0.5,0.2,-0.3,-0.4,-0.7,-0.3
E01002465,Hillingdon 009A,E09000017,Hillingdon,-0.2,0.2,-0.5,0.8,-0.2,0.4
E01002466,Hillingdon 010B,E09000017,Hillingdon,-0.8,0.3,0.2,-0.2,-0.4,-0.3
E01002467,Hillingdon 009B,E09000017,Hillingdon,-0.2,0.2,-0.4,0.1,-0.7,-0.1
E01002468,Hillingdon 010C,E09000017,Hillingdon,-0.3,0.3,-0.2,0.1,-0.3,-0.3
E01002469,Hillingdon 010D,E09000017,Hillingdon,-0.6,0.3,-0.3,0.2,-0.4,-0.2
E01002470,Hillingdon 007D,E09000017,Hillingdon,-1.0,0.3,-0.5,1.2,0.0,0.4
E01002471,Hillingdon 008E,E09000017,Hillingdon,-0.7,0.2,-0.3,-0.2,-0.8,0.2
E01002472,Hillingdon 002A,E09000017,Hillingdon,-0.3,0.1,-0.4,1.3,0.1,-0.1
E01002473,Hillingdon 001A,E09000017,Hillingdon,-1.0,0.2,1.3,0.7,-0.5,-0.5
E01002474,Hillingdon 002B,E09000017,Hillingdon,-0.6,0.2,0.3,0.8,0.3,-0.1
E01002475,Hillingdon 001B,E09000017,Hillingdon,0.0,0.2,0.1,1.2,-1.0,-0.3
E01002476,Hillingdon 001C,E09000017,Hillingdon,-1.6,0.1,0.0,-0.5,-1.1,-0.2
E01002477,Hillingdon 001D,E09000017,Hillingdon,-0.6,0.2,0.1,0.7,-1.0,-0.1
E01002478,Hillingdon 002C,E09000017,Hillingdon,-0.5,0.2,-0.4,1.0,-0.1,-0.2
E01002479,Hillingdon 004C,E09000017,Hillingdon,-0.2,0.3,0.4,1.4,-1.0,-0.4
E01002480,Hillingdon 004D,E09000017,Hillingdon,-1.1,0.2,0.1,-0.4,-1.1,-0.5
E01002481,Hillingdon 004E,E09000017,Hillingdon,-0.2,0.3,0.3,1.6,-0.8,-0.2
E01002482,Hillingdon 001E,E09000017,Hillingdon,-0.6,0.1,0.0,-1.0,-1.2,-0.4
E01002483,Hillingdon 002D,E09000017,Hillingdon,-1.0,0.2,-0.2,1.2,0.0,-0.5
E01002484,Hillingdon 002E,E09000017,Hillingdon,-0.1,0.2,0.0,1.1,-0.3,0.1
E01002485,Hillingdon 002F,E09000017,Hillingdon,-0.2,0.2,-0.5,1.7,0.2,0.2
E01002486,Hillingdon 028A,E09000017,Hillingdon,0.5,0.3,0.5,2.6,-0.5,0.6
E01002487,Hillingdon 028B,E09000017,Hillingdon,0.2,0.4,0.4,2.7,0.3,0.6
E01002488,Hillingdon 030B,E09000017,Hillingdon,-0.2,0.3,0.4,2.2,-0.3,0.6
E01002489,Hillingdon 030C,E09000017,Hillingdon,-0.6,0.3,-0.2,3.0,-0.3,1.1
E01002490,Hillingdon 030D,E09000017,Hillingdon,-0.2,0.3,-0.2,2.7,0.1,1.1
E01002491,Hillingdon 032D,E09000017,Hillingdon,0.3,0.4,0.2,3.2,-0.2,0.5
E01002492,Hillingdon 030E,E09000017,Hillingdon,-0.2,0.4,-0.2,2.5,-0.3,1.1
E01002493,Hillingdon 032E,E09000017,Hillingdon,0.7,0.5,0.4,3.1,-0.7,1.1
E01002494,Hillingdon 009C,E09000017,Hillingdon,-0.1,0.3,-0.1,1.0,-0.4,0.3
E01002495,Hillingdon 010E,E09000017,Hillingdon,0.3,0.2,-0.1,1.0,0.0,-0.1
E01002496,Hillingdon 033A,E09000017,Hillingdon,-0.3,0.3,-0.3,1.7,0.6,0.1
E01002497,Hillingdon 033B,E09000017,Hillingdon,0.0,0.3,-0.9,1.8,0.2,0.1
E01002498,Hillingdon 033C,E09000017,Hillingdon,-0.9,0.3,-1.0,0.4,-0.3,0.5
E01002499,Hillingdon 033D,E09000017,Hillingdon,-1.2,0.3,0.1,1.3,-0.4,0.1
E01002501,Hillingdon 026B,E09000017,Hillingdon,-0.1,0.4,-0.4,2.7,-0.2,0.9
E01002502,Hillingdon 026C,E09000017,Hillingdon,0.3,0.4,-0.3,2.4,-0.8,0.6
E01002503,Hillingdon 027C,E09000017,Hillingdon,0.1,0.4,-0.5,3.0,0.3,0.9
E01002504,Hillingdon 027D,E09000017,Hillingdon,0.0,0.4,0.0,2.6,0.3,0.4
E01002505,Hillingdon 026D,E09000017,Hillingdon,0.1,0.4,-0.2,3.0,0.3,1.3
E01002506,Hillingdon 027E,E09000017,Hillingdon,0.2,0.4,-1.3,4.0,0.2,1.0
E01002507,Hillingdon 027F,E09000017,Hillingdon,-0.3,0.3,-0.4,2.6,-0.4,0.9
E01002508,Hillingdon 026E,E09000017,Hillingdon,0.4,0.4,-0.8,3.0,-0.6,1.3
E01002509,Hillingdon 017D,E09000017,Hillingdon,-0.8,0.3,0.2,0.0,-0.8,0.7
E01002511,Hillingdon 017E,E09000017,Hillingdon,-0.5,0.3,0.2,1.6,-0.6,0.7
E01002512,Hillingdon 013C,E09000017,Hillingdon,-1.5,0.2,0.2,-0.2,-0.5,0.2
E01002513,Hillingdon 013D,E09000017,Hillingdon,-1.2,0.2,0.2,0.1,-1.0,0.5
E01002514,Hillingdon 015C,E09000017,Hillingdon,-0.4,0.2,-0.4,1.5,0.5,0.3
E01002515,Hillingdon 015D,E09000017,Hillingdon,-0.1,0.3,0.3,1.7,-0.1,0.3
E01002516,Hillingdon 013E,E09000017,Hillingdon,-0.7,0.2,0.3,-0.4,-1.5,0.4
E01002518,Hillingdon 022C,E09000017,Hillingdon,-0.8,0.3,-0.8,1.2,-1.1,0.7
E01002519,Hillingdon 022D,E09000017,Hillingdon,0.4,0.3,-0.5,2.7,0.8,0.6
E01002520,Hillingdon 016B,E09000017,Hillingdon,0.2,0.3,0.0,1.9,-0.1,0.1
E01002521,Hillingdon 016C,E09000017,Hillingdon,-0.2,0.2,-0.2,3.1,0.1,-0.1
E01002523,Hillingdon 016D,E09000017,Hillingdon,0.1,0.3,0.0,2.0,0.2,0.2
E01002525,Hillingdon 029B,E09000017,Hillingdon,-0.2,0.3,-0.7,1.2,0.3,0.4
E01002526,Hillingdon 028C,E09000017,Hillingdon,1.0,0.4,-0.4,3.0,-0.7,0.6
E01002527,Hillingdon 031D,E09000017,Hillingdon,0.9,0.3,-0.6,2.0,0.1,0.3
E01002528,Hillingdon 028D,E09000017,Hillingdon,0.8,0.5,0.1,2.0,-0.8,0.6
E01002529,Hillingdon 029C,E09000017,Hillingdon,0.2,0.3,-0.9,2.1,-0.1,0.5
E01002530,Hillingdon 029D,E09000017,Hillingdon,0.9,0.5,-0.7,2.7,-0.2,0.7
E01002531,Hillingdon 029E,E09000017,Hillingdon,-0.1,0.3,-0.4,1.1,-0.8,0.4
E01002532,Hillingdon 028E,E09000017,Hillingdon,0.3,0.4,0.1,3.1,-0.1,0.4
E01002533,Hillingdon 005A,E09000017,Hillingdon,0.3,0.3,0.1,1.3,-0.4,-0.4
E01002534,Hillingdon 005B,E09000017,Hillingdon,-0.3,0.2,-0.7,0.9,-0.2,0.2
E01002535,Hillingdon 007E,E09000017,Hillingdon,-1.2,0.2,-0.5,1.1,0.3,0.8
E01002536,Hillingdon 009D,E09000017,Hillingdon,-0.4,0.2,0.6,1.0,-0.3,-0.1
E01002537,Hillingdon 009E,E09000017,Hillingdon,-0.7,0.2,0.3,0.6,-1.2,-0.2
E01002538,Hillingdon 005C,E09000017,Hillingdon,-0.9,0.3,-0.2,0.9,-0.5,-0.6
E01002539,Hillingdon 005D,E09000017,Hillingdon,-0.8,0.2,-0.6,0.9,-0.9,0.0
E01002540,Hillingdon 020C,E09000017,Hillingdon,0.0,0.4,-0.2,2.6,-0.5,0.5
E01002541,Hillingdon 023A,E09000017,Hillingdon,-0.3,0.3,0.1,1.6,-0.8,0.0
E01002542,Hillingdon 020D,E09000017,Hillingdon,0.3,0.4,-1.1,3.0,0.0,1.1
E01002543,Hillingdon 020E,E09000017,Hillingdon,0.3,0.4,0.0,2.8,0.2,0.3
E01002544,Hillingdon 023B,E09000017,Hillingdon,-0.1,0.3,0.3,2.0,-0.2,0.0
E01002545,Hillingdon 023C,E09000017,Hillingdon,0.8,0.4,0.6,3.7,-1.3,0.7
E01002546,Hillingdon 023D,E09000017,Hillingdon,-0.4,0.3,0.7,2.4,-0.2,0.9
E01002547,Hillingdon 023E,E09000017,Hillingdon,-0.2,0.4,0.3,3.0,0.1,0.9
E01002548,Hillingdon 025A,E09000017,Hillingdon,0.4,0.4,-0.2,2.4,-0.3,0.0
E01002549,Hillingdon 025B,E09000017,Hillingdon,0.0,0.3,-0.1,1.4,-0.3,0.7
E01002550,Hillingdon 022E,E09000017,Hillingdon,0.6,0.3,0.8,2.9,1.1,0.1
E01002551,Hillingdon 025C,E09000017,Hillingdon,0.1,0.4,-0.3,2.0,-0.4,0.4
E01002552,Hillingdon 025D,E09000017,Hillingdon,0.8,0.4,-0.7,2.1,-0.9,1.2
E01002553,Hillingdon 025E,E09000017,Hillingdon,1.0,0.5,0.2,2.5,-0.6,0.3
E01002554,Hillingdon 022F,E09000017,Hillingdon,0.3,0.3,-0.8,2.8,0.5,1.2
E01032577,Hillingdon 033E,E09000017,Hillingdon,0.2,0.3,-0.2,0.5,-0.2,-0.1
E01033724,Hillingdon 016F,E09000017,Hillingdon,-0.2,0.2,0.0,2.0,0.1,0.3
E01033725,Hillingdon 015F,E09000017,Hillingdon,-0.1,0.3,0.4,1.9,0.1,0.2
E01002555,Hounslow 022A,E09000018,Hounslow,-0.3,0.3,-0.5,3.5,-0.5,0.9
E01002556,Hounslow 022B,E09000018,Hounslow,-0.1,0.3,-0.5,3.5,0.2,1.0
E01002557,Hounslow 023A,E09000018,Hounslow,0.3,0.4,0.0,4.2,0.1,1.1
E01002558,Hounslow 023B,E09000018,Hounslow,0.4,0.4,-0.7,4.2,0.4,1.0
E01002559,Hounslow 023C,E09000018,Hounslow,0.6,0.4,0.2,4.2,0.1,0.6
E01002560,Hounslow 023D,E09000018,Hounslow,0.8,0.4,-0.4,3.8,-0.8,0.8
E01002561,Hounslow 023E,E09000018,Hounslow,0.8,0.4,0.0,4.5,-1.2,0.5
E01002562,Hounslow 003A,E09000018,Hounslow,-0.4,0.4,-0.2,4.0,-0.2,1.3
E01002563,Hounslow 006A,E09000018,Hounslow,-0.7,0.2,0.0,3.3,0.3,1.1
E01002564,Hounslow 003B,E09000018,Hounslow,0.1,0.3,-0.6,4.0,-0.1,1.2
E01002565,Hounslow 006B,E09000018,Hounslow,-0.6,0.2,-0.6,4.9,1.1,0.8
E01002566,Hounslow 003C,E09000018,Hounslow,0.6,0.3,0.0,5.2,0.5,1.3
E01002567,Hounslow 006C,E09000018,Hounslow,-0.7,0.2,-0.8,3.2,0.8,1.1
E01002568,Hounslow 003D,E09000018,Hounslow,-0.1,0.3,0.0,5.5,-0.7,1.2
E01002569,Hounslow 001A,E09000018,Hounslow,-1.3,0.1,-0.2,2.6,0.3,1.0
E01002570,Hounslow 001B,E09000018,Hounslow,-0.4,0.1,-0.5,3.2,0.5,1.6
E01002571,Hounslow 007A,E09000018,Hounslow,-1.3,0.1,-0.2,2.1,-0.3,1.1
E01002572,Hounslow 007B,E09000018,Hounslow,-0.3,0.3,-0.1,4.5,-0.5,1.0
E01002573,Hounslow 001C,E09000018,Hounslow,-1.4,0.1,-0.3,3.0,0.7,1.2
E01002574,Hounslow 001D,E09000018,Hounslow,-0.7,0.1,-0.5,2.5,-0.3,1.6
E01002575,Hounslow 001E,E09000018,Hounslow,-0.8,0.1,-0.3,3.2,0.0,1.2
E01002576,Hounslow 008A,E09000018,Hounslow,-0.1,0.2,-1.4,3.7,0.1,1.0
E01002577,Hounslow 007C,E09000018,Hounslow,-0.8,0.1,-0.5,2.6,-0.2,1.2
E01002578,Hounslow 007D,E09000018,Hounslow,-1.9,0.1,-0.9,2.5,-0.6,1.4
E01002579,Hounslow 008B,E09000018,Hounslow,-1.4,0.1,-0.1,2.5,0.0,1.0
E01002580,Hounslow 008C,E09000018,Hounslow,-0.5,0.2,-0.2,3.8,0.7,1.2
E01002581,Hounslow 008D,E09000018,Hounslow,-0.8,0.1,-0.3,2.5,-0.3,1.0
E01002582,Hounslow 008E,E09000018,Hounslow,-0.7,0.1,-0.9,2.5,-0.3,0.7
E01002583,Hounslow 013A,E09000018,Hounslow,-0.9,0.3,0.5,4.5,0.1,1.0
E01002584,Hounslow 013B,E09000018,Hounslow,-0.6,0.3,-0.2,5.5,-0.5,1.0
E01002585,Hounslow 013C,E09000018,Hounslow,0.1,0.4,0.4,4.8,-0.2,1.3
E01002586,Hounslow 013D,E09000018,Hounslow,-0.5,0.3,0.3,4.2,-0.1,1.2
E01002587,Hounslow 016A,E09000018,Hounslow,-0.4,0.3,0.2,5.0,-0.2,1.3
E01002588,Hounslow 016B,E09000018,Hounslow,0.5,0.5,-0.4,6.0,-0.6,0.7
E01002589,Hounslow 013E,E09000018,Hounslow,0.1,0.3,-0.3,5.5,-0.4,0.2
E01002590,Hounslow 022C,E09000018,Hounslow,0.2,0.4,-0.8,3.7,0.2,1.0
E01002591,Hounslow 024A,E09000018,Hounslow,0.0,0.4,-0.3,3.5,-0.4,0.3
E01002592,Hounslow 022D,E09000018,Hounslow,0.4,0.4,-0.2,4.2,-0.2,0.7
E01002593,Hounslow 024B,E09000018,Hounslow,-0.2,0.4,-0.8,3.7,0.2,1.4
E01002594,Hounslow 024C,E09000018,Hounslow,-0.1,0.3,-0.7,4.0,-0.2,0.8
E01002595,Hounslow 022E,E09000018,Hounslow,0.2,0.4,-0.6,4.0,0.1,1.2
E01002596,Hounslow 027A,E09000018,Hounslow,0.5,0.3,0.2,4.1,1.2,0.1
E01002598,Hounslow 025B,E09000018,Hounslow,0.6,0.4,-0.4,4.5,0.2,0.9
E01002599,Hounslow 025C,E09000018,Hounslow,0.9,0.4,0.2,3.8,-0.3,0.5
E01002600,Hounslow 025D,E09000018,Hounslow,0.4,0.4,-0.3,3.6,0.2,0.4
E01002601,Hounslow 027B,E09000018,Hounslow,0.4,0.3,0.0,3.7,-0.5,0.5
E01002602,Hounslow 027C,E09000018,Hounslow,0.3,0.3,0.5,2.6,0.0,0.3
E01002603,Hounslow 025E,E09000018,Hounslow,0.8,0.4,0.0,4.0,-1.4,0.6
E01002604,Hounslow 026A,E09000018,Hounslow,0.4,0.4,-0.2,5.1,-0.6,0.4
E01002605,Hounslow 026B,E09000018,Hounslow,0.3,0.4,-0.1,4.3,0.5,1.1
E01002606,Hounslow 026C,E09000018,Hounslow,0.7,0.5,0.0,4.8,-0.3,0.6
E01002607,Hounslow 026D,E09000018,Hounslow,0.4,0.4,-0.9,3.8,-0.3,0.7
E01002608,Hounslow 028A,E09000018,Hounslow,0.5,0.4,-0.6,4.1,-0.4,0.9
E01002609,Hounslow 028B,E09000018,Hounslow,-0.1,0.3,-0.2,2.9,0.1,0.6
E01002610,Hounslow 028C,E09000018,Hounslow,0.4,0.4,-0.4,4.2,-1.0,0.8
E01002611,Hounslow 024D,E09000018,Hounslow,0.3,0.4,-0.2,3.4,-0.1,0.8
E01002612,Hounslow 024E,E09000018,Hounslow,0.2,0.4,-1.2,4.0,-0.1,1.4
E01002613,Hounslow 024F,E09000018,Hounslow,0.3,0.4,-0.5,3.4,-0.2,0.7
E01002614,Hounslow 027D,E09000018,Hounslow,-0.4,0.3,0.4,3.7,-0.1,0.7
E01002615,Hounslow 026E,E09000018,Hounslow,0.8,0.4,0.3,4.7,-0.1,0.5
E01002616,Hounslow 027E,E09000018,Hounslow,0.6,0.4,-0.4,2.9,-0.3,0.6
E01002617,Hounslow 028D,E09000018,Hounslow,-0.1,0.3,0.8,2.7,-0.2,0.4
E01002618,Hounslow 011A,E09000018,Hounslow,-0.8,0.3,-0.2,3.6,-0.6,0.9
E01002619,Hounslow 010A,E09000018,Hounslow,-0.7,0.3,-0.5,4.4,-0.4,1.3
E01002620,Hounslow 004A,E09000018,Hounslow,-0.4,0.3,-0.6,5.7,0.0,1.1
E01002621,Hounslow 011B,E09000018,Hounslow,-0.7,0.3,-0.2,4.5,-0.1,0.9
E01002622,Hounslow 010B,E09000018,Hounslow,-0.4,0.3,0.1,4.3,-0.6,1.3
E01002623,Hounslow 011C,E09000018,Hounslow,-0.2,0.3,-0.4,5.3,-0.3,1.1
E01002624,Hounslow 017A,E09000018,Hounslow,-0.4,0.3,0.0,4.7,0.2,1.2
E01002625,Hounslow 004B,E09000018,Hounslow,-0.2,0.3,-0.3,4.1,-0.2,0.9
E01002626,Hounslow 004C,E09000018,Hounslow,-0.7,0.3,-0.9,4.2,-0.4,1.3
E01002627,Hounslow 004D,E09000018,Hounslow,-0.3,0.4,-0.5,5.9,-0.5,0.8
E01002628,Hounslow 011D,E09000018,Hounslow,-0.7,0.3,-0.6,4.2,-0.1,0.8
E01002629,Hounslow 011E,E09000018,Hounslow,-0.3,0.2,-0.6,4.4,0.0,1.2
E01002630,Hounslow 012A,E09000018,Hounslow,-0.7,0.2,-0.2,4.0,0.1,1.3
E01002631,Hounslow 004E,E09000018,Hounslow,-0.4,0.3,-0.2,4.6,0.1,0.9
E01002632,Hounslow 010C,E09000018,Hounslow,-0.6,0.3,-0.9,4.3,-0.1,1.3
E01002633,Hounslow 005A,E09000018,Hounslow,0.6,0.4,0.2,5.2,0.1,0.6
E01002634,Hounslow 005B,E09000018,Hounslow,0.2,0.4,-0.8,6.7,-0.4,0.8
E01002635,Hounslow 010D,E09000018,Hounslow,-0.5,0.3,0.1,4.2,-0.4,1.4
E01002636,Hounslow 010E,E09000018,Hounslow,-0.5,0.3,-0.1,4.2,-0.2,1.0
E01002637,Hounslow 005C,E09000018,Hounslow,-0.8,0.4,-0.3,6.0,-0.1,1.6
E01002638,Hounslow 005D,E09000018,Hounslow,-0.1,0.4,-0.3,5.4,-0.8,0.9
E01002639,Hounslow 012B,E09000018,Hounslow,-0.6,0.2,-0.3,4.3,-0.1,0.7
E01002640,Hounslow 012C,E09000018,Hounslow,-0.6,0.2,-0.3,4.6,-0.2,1.2
E01002641,Hounslow 018A,E09000018,Hounslow,-0.2,0.2,-0.4,5.3,0.0,1.1
E01002642,Hounslow 015A,E09000018,Hounslow,-0.7,0.2,-0.8,4.8,0.8,1.2
E01002643,Hounslow 015B,E09000018,Hounslow,-0.3,0.2,-0.6,4.4,0.1,1.2
E01002645,Hounslow 015C,E09000018,Hounslow,-0.2,0.3,-0.7,4.7,0.2,1.5
E01002646,Hounslow 017B,E09000018,Hounslow,0.1,0.3,-0.9,6.4,0.1,1.1
E01002647,Hounslow 021A,E09000018,Hounslow,-0.4,0.3,0.2,5.0,0.7,0.5
E01002648,Hounslow 018C,E09000018,Hounslow,0.1,0.3,-1.3,5.6,0.4,1.1
E01002649,Hounslow 018D,E09000018,Hounslow,-0.2,0.2,-0.8,5.4,0.6,0.8
E01002650,Hounslow 021B,E09000018,Hounslow,-0.4,0.3,0.1,5.6,0.6,0.4
E01002651,Hounslow 021C,E09000018,Hounslow,-0.5,0.3,-1.0,4.8,-0.2,0.8
E01002652,Hounslow 021D,E09000018,Hounslow,-0.7,0.3,-0.5,4.3,0.1,1.0
E01002653,Hounslow 019A,E09000018,Hounslow,-0.5,0.3,-0.5,3.7,-0.2,0.7
E01002654,Hounslow 019B,E09000018,Hounslow,-1.3,0.3,0.1,3.5,0.2,0.5
E01002655,Hounslow 019C,E09000018,Hounslow,-0.6,0.3,-0.8,3.6,0.1,0.6
E01002656,Hounslow 019D,E09000018,Hounslow,-0.8,0.3,0.3,3.3,-0.3,0.6
E01002657,Hounslow 018E,E09000018,Hounslow,-0.6,0.2,-0.6,3.2,-0.4,0.6
E01002658,Hounslow 015D,E09000018,Hounslow,-1.3,0.2,0.3,2.7,-0.4,0.6
E01002659,Hounslow 019E,E09000018,Hounslow,-0.5,0.3,0.1,3.5,-0.4,0.5
E01002660,Hounslow 016C,E09000018,Hounslow,-0.3,0.3,-0.8,4.8,0.0,0.9
E01002661,Hounslow 016D,E09000018,Hounslow,-0.4,0.3,-0.3,4.8,-0.3,1.1
E01002662,Hounslow 017C,E09000018,Hounslow,-0.8,0.2,-0.3,4.7,0.0,1.0
E01002663,Hounslow 017D,E09000018,Hounslow,-0.4,0.3,-0.9,5.1,-0.2,1.0
E01002664,Hounslow 017E,E09000018,Hounslow,-0.4,0.2,-0.5,5.6,0.3,1.3
E01002665,Hounslow 016E,E09000018,Hounslow,-0.6,0.3,-0.9,5.4,0.0,1.1
E01002666,Hounslow 021E,E09000018,Hounslow,-0.4,0.3,-0.5,4.5,-0.1,0.7
E01002667,Hounslow 020A,E09000018,Hounslow,-0.4,0.2,-0.7,3.7,-0.4,0.7
E01002668,Hounslow 014A,E09000018,Hounslow,0.1,0.2,-0.5,3.5,-0.5,0.7
